importance
0.2105066566978896
0.1407949627133795
0.13105542203379578
0.12688988390586423
0.0973972957477828
0.059659689289561696
0.04607389484152638
0.04250270869497333
0.03463962477720375
0.03261179026957417
0.026143771289040264
0.025658196477686957
0.009445329555754015
0.006631917713147281
0.005009720411443978
0.003732250107040964
0.0012468854743352207
0.0
0.0
0.0
0.0
0.0
0.0
0.0
